"id","year","state_name","state_code","type_residence","total_hh","male_weavers","male_allied_weavers","female_weavers","female_allied_weavers","transg_weaver","transg_allied_weaver","hh_antodaya_card","hh_no_anotadaya_card","kacha_house","semi_pucca_house","pucca_house","own_residency","rent_residency","other_residency","income_less_5000","income_btw_5001_and_10000","income_btw_10001_15000","income_btw_15001_20000","income_btw_20001_25000","income_btw_25001_50000","income_btw_50000_100000","income_above_100000","income_less_5000_hl_related","income_btw_5001_10000_hl_related","income_btw_10001_15000_hl_related","income_btw_15001_20000_hl_related","income_btw_20001_25000_hl_related","income_btw_25001_50000_hl_related","income_btw_50001_100000_hl_related","income_above_100000_hl_related","debt_due_to_hl","debt_due_to_other_purposes","debt_due_to_hl_and_other_purposes","loan_from_cooperative_societies","loan_from_commercial_banks","loan_from_friends_or_relatives","loan_from_govt","loan_from_master_weaver","loan_from_money_lender","loan_from_other_sources","loan_from_shg","avg_hh_size","yarn_cotton_1_20","yarn_cotton_21_40","yarn_cotton_41_80","yarn_cotton_above_80","yarn_viscose_blends","yarn_muga_silk","yarn_eric_silk","yarn_mulberry_silk","yarn_tussar_silk","yarn_linen","yarn_wool","yarn_acrylic_wool","yarn_polyester_blends","yarn_jute","yarn_zari","other_yarns ","input_hank_yarn_open_market","input_hank_yarn_master_weavers_group","input_hank_yarn_cooperative_society","input_hank_yarn_national_handloom_development_corp","input_hank_yarn_khadi_village_industries_commission_or_board","input_other_types_of_hank_yarn","source_dyes_chemicals_open_market","source_dyes_chemicals_master_weavers_group","source_dyes_chemicals_cooperative_society","source_dyes_chemicals_national_handloom_development_corp","source_dyes_chemicals_khadi_village_industries_commission","source_dyes_chemicals_other_types","input_dyed_yarn_open_market","input_dyed_yarn_master_weavers_group","input_dyed_yarn_cooperative_society","input_dyed_yarn_national_or_state_handloom_development_corp","input_dyed_yarn_khadi_village_industries_commission","input_dyed_yarn_other_types_of_dyed_yarn","using_azo_free_dye","using_natural_dye","using_other_type_of_dye","using_dye_of_any_type","sales_local_market","sales_master_weaver_group","sales_cooperative_society","sales_organized_fairs_or_exhibition","sales_export","sales_ecommerce","sales_other_sources","members_cooperative_society","members_shg_or_joint_liability_group","hl_hh_members_of_producer_company"
23,"2019-20","Himachal Pradesh",2,"Urban",312.0,112.0,6.0,177.0,20.0,0.0,0.0,62.0,250.0,65.0,100.0,147.0,308.0,4.0,0.0,307.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,310.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,12.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,3.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,1.0,0.0,0.0,0.0,0.0,256.0,3.0,22.0,1.0,1.0,38.0,27.0,0.0,0.0,0.0,0.0,2.0,90.0,2.0,3.0,0.0,0.0,8.0,121.0,213.0,5.0,12.0,277.0,0.0,2.0,75.0,2.0,1.0,37.0,6.0,0.0,0.0
24,"2019-20","Jammu and Kashmir",1,"Rural",12173.0,2583.0,716.0,6172.0,2799.0,2.0,0.0,3685.0,8488.0,4745.0,4220.0,3208.0,11774.0,244.0,155.0,8510.0,2873.0,519.0,166.0,65.0,36.0,4.0,0.0,11016.0,937.0,152.0,49.0,15.0,4.0,0.0,0.0,48.0,35.0,2.0,3.0,4.0,0.0,36.0,1.0,1.0,5.0,0.0,6.0,2605.0,1269.0,583.0,562.0,40.0,110.0,75.0,72.0,88.0,94.0,8559.0,15.0,35.0,12.0,12.0,140.0,8613.0,2189.0,25.0,30.0,1.0,84.0,224.0,254.0,10.0,21.0,0.0,22.0,1313.0,151.0,135.0,74.0,3.0,219.0,679.0,3679.0,931.0,7014.0,9675.0,2498.0,243.0,397.0,8.0,4.0,249.0,309.0,641.0,27.0
25,"2019-20","Jammu and Kashmir",1,"Urban",10895.0,5666.0,387.0,1361.0,3641.0,0.0,1.0,6703.0,4192.0,1747.0,8070.0,1078.0,10420.0,182.0,293.0,9307.0,1434.0,118.0,6.0,6.0,16.0,3.0,5.0,10068.0,788.0,25.0,4.0,3.0,2.0,3.0,2.0,123.0,41.0,4.0,7.0,56.0,0.0,48.0,3.0,0.0,13.0,0.0,5.0,917.0,615.0,220.0,164.0,41.0,253.0,316.0,339.0,239.0,156.0,7855.0,39.0,12.0,197.0,21.0,564.0,5486.0,4355.0,33.0,5.0,3.0,13.0,1129.0,193.0,1.0,1.0,0.0,79.0,51.0,36.0,1.0,0.0,0.0,5.0,654.0,2111.0,890.0,7475.0,6535.0,4441.0,39.0,5.0,10.0,1.0,289.0,825.0,161.0,83.0
26,"2019-20","Jharkhand",20,"Rural",12582.0,6691.0,2123.0,3751.0,5230.0,0.0,2.0,1496.0,11086.0,9457.0,893.0,2232.0,12439.0,66.0,77.0,8319.0,3252.0,67.0,1.0,256.0,676.0,8.0,3.0,12171.0,363.0,46.0,0.0,0.0,2.0,0.0,0.0,27.0,127.0,0.0,2.0,7.0,0.0,2.0,7.0,7.0,0.0,2.0,4.0,1722.0,2346.0,1991.0,1273.0,25.0,2448.0,2553.0,1633.0,4591.0,64.0,39.0,5.0,4.0,135.0,97.0,40.0,5152.0,3370.0,551.0,274.0,0.0,18.0,1065.0,535.0,1054.0,2850.0,1.0,109.0,1128.0,549.0,1130.0,626.0,4.0,7.0,4120.0,6552.0,2230.0,1042.0,8096.0,3401.0,2987.0,837.0,233.0,4.0,1726.0,2422.0,1619.0,992.0
27,"2019-20","Jharkhand",20,"Urban",3896.0,1030.0,1037.0,892.0,1741.0,0.0,0.0,463.0,3433.0,3324.0,221.0,351.0,3849.0,32.0,15.0,2894.0,331.0,11.0,4.0,70.0,583.0,2.0,1.0,3786.0,106.0,2.0,0.0,1.0,1.0,0.0,0.0,11.0,36.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,7.0,2.0,5.0,1463.0,1944.0,942.0,467.0,1.0,31.0,34.0,53.0,124.0,0.0,58.0,1.0,0.0,3.0,24.0,56.0,901.0,721.0,1454.0,153.0,7.0,3.0,147.0,41.0,160.0,251.0,1.0,4.0,227.0,494.0,266.0,408.0,2.0,0.0,643.0,3047.0,114.0,121.0,1257.0,1106.0,1945.0,342.0,4.0,4.0,360.0,1172.0,891.0,118.0
28,"2019-20","Karnataka",29,"Rural",28597.0,17790.0,4604.0,4774.0,19187.0,1.0,1.0,2276.0,26321.0,20752.0,3996.0,3849.0,26151.0,2252.0,194.0,18374.0,9312.0,842.0,53.0,10.0,4.0,1.0,1.0,21063.0,7063.0,432.0,34.0,5.0,0.0,0.0,0.0,406.0,211.0,124.0,172.0,112.0,5.0,203.0,6.0,2.0,13.0,17.0,3.0,1539.0,4461.0,3415.0,1247.0,0.0,18.0,44.0,3880.0,15.0,300.0,9713.0,1126.0,2302.0,147.0,4229.0,1072.0,7960.0,4574.0,9043.0,3003.0,3152.0,2548.0,4596.0,2217.0,3412.0,246.0,200.0,284.0,5459.0,1909.0,4994.0,715.0,1149.0,1291.0,16707.0,11664.0,7501.0,7257.0,8370.0,7108.0,14259.0,167.0,27.0,19.0,4827.0,5483.0,463.0,145.0
29,"2019-20","Karnataka",29,"Urban",5080.0,3595.0,608.0,1015.0,3216.0,0.0,0.0,380.0,4700.0,2476.0,1067.0,1537.0,3732.0,1325.0,23.0,3265.0,1445.0,323.0,42.0,5.0,0.0,0.0,0.0,3294.0,1567.0,206.0,12.0,1.0,0.0,0.0,0.0,171.0,54.0,13.0,12.0,27.0,0.0,135.0,1.0,0.0,9.0,0.0,4.0,391.0,269.0,1944.0,78.0,2.0,10.0,196.0,1770.0,1.0,765.0,147.0,5.0,204.0,764.0,2649.0,939.0,2028.0,1523.0,1294.0,333.0,82.0,182.0,1312.0,737.0,288.0,30.0,40.0,117.0,882.0,1297.0,453.0,113.0,80.0,144.0,4095.0,2248.0,2915.0,292.0,2136.0,1695.0,1456.0,18.0,4.0,3.0,366.0,885.0,188.0,43.0
30,"2019-20","Kerala",32,"Rural",14780.0,4104.0,717.0,7905.0,3202.0,0.0,0.0,67.0,14713.0,2836.0,7466.0,4478.0,13851.0,531.0,398.0,14635.0,77.0,49.0,4.0,4.0,5.0,3.0,3.0,14700.0,45.0,26.0,1.0,2.0,3.0,3.0,0.0,600.0,3832.0,82.0,112.0,463.0,0.0,98.0,2.0,1.0,4.0,2.0,4.0,362.0,1706.0,3550.0,5985.0,2.0,2.0,0.0,9.0,0.0,139.0,0.0,0.0,107.0,7.0,3.0,2757.0,19.0,1164.0,11400.0,39.0,0.0,1629.0,0.0,1.0,55.0,1.0,0.0,6.0,6.0,73.0,174.0,25.0,0.0,306.0,1004.0,19.0,142.0,13622.0,54.0,1076.0,13361.0,20.0,57.0,6.0,340.0,13110.0,75.0,62.0
31,"2019-20","Kerala",32,"Urban",5467.0,2303.0,785.0,1168.0,1900.0,0.0,0.0,13.0,5454.0,326.0,2333.0,2808.0,5335.0,88.0,44.0,5284.0,55.0,107.0,13.0,6.0,1.0,1.0,0.0,5311.0,53.0,93.0,9.0,1.0,0.0,0.0,0.0,155.0,532.0,12.0,21.0,98.0,1.0,37.0,1.0,0.0,8.0,1.0,4.0,142.0,312.0,294.0,39.0,1.0,3.0,0.0,7.0,0.0,6.0,0.0,0.0,692.0,9.0,2.0,3795.0,3.0,1510.0,2646.0,8.0,0.0,1248.0,0.0,6.0,11.0,0.0,0.0,8.0,0.0,19.0,7.0,8.0,0.0,11.0,19.0,7.0,16.0,5425.0,14.0,1395.0,3086.0,157.0,1.0,1.0,999.0,2793.0,3.0,19.0
32,"2019-20","Ladakh",37,"Rural","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
33,"2019-20","Ladakh",37,"Urban","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
34,"2019-20","Lakshadweep",31,"Rural","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
35,"2019-20","Lakshadweep",31,"Urban","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
36,"2019-20","Madhya Pradesh",23,"Rural",7822.0,3747.0,804.0,2314.0,2747.0,0.0,0.0,4832.0,2990.0,4329.0,3206.0,287.0,7158.0,633.0,31.0,5937.0,1757.0,70.0,36.0,15.0,7.0,0.0,0.0,6497.0,1258.0,24.0,29.0,12.0,2.0,0.0,0.0,55.0,71.0,1.0,1.0,23.0,1.0,20.0,10.0,1.0,0.0,0.0,4.0,2003.0,1475.0,698.0,3727.0,10.0,16.0,576.0,819.0,127.0,153.0,1117.0,39.0,6.0,282.0,3524.0,632.0,3540.0,4747.0,788.0,364.0,2.0,107.0,113.0,376.0,53.0,7.0,1.0,4.0,111.0,1252.0,100.0,7.0,0.0,12.0,1414.0,6475.0,104.0,698.0,3546.0,6298.0,952.0,1252.0,3.0,9.0,221.0,436.0,68.0,26.0
37,"2019-20","Madhya Pradesh",23,"Urban",6435.0,3946.0,306.0,2798.0,1410.0,0.0,0.0,2971.0,3464.0,2830.0,3324.0,281.0,6005.0,406.0,24.0,3553.0,2720.0,81.0,59.0,14.0,3.0,4.0,1.0,3806.0,2496.0,59.0,54.0,14.0,2.0,4.0,0.0,55.0,26.0,2.0,2.0,38.0,1.0,9.0,3.0,0.0,4.0,0.0,4.0,2836.0,1129.0,631.0,1996.0,2.0,10.0,497.0,889.0,192.0,3.0,18.0,3.0,6.0,112.0,5019.0,673.0,1853.0,2263.0,186.0,112.0,1.0,299.0,74.0,159.0,27.0,2.0,0.0,3.0,116.0,3408.0,38.0,5.0,0.0,4.0,3197.0,5712.0,17.0,320.0,1950.0,5823.0,326.0,395.0,3.0,3.0,282.0,265.0,44.0,11.0
38,"2019-20","Maharashtra",27,"Rural",990.0,649.0,39.0,216.0,104.0,0.0,0.0,466.0,524.0,438.0,167.0,385.0,865.0,101.0,24.0,569.0,393.0,10.0,4.0,8.0,6.0,0.0,0.0,597.0,383.0,2.0,1.0,1.0,6.0,0.0,0.0,36.0,29.0,1.0,8.0,4.0,1.0,22.0,0.0,1.0,1.0,0.0,5.0,80.0,57.0,51.0,23.0,0.0,18.0,3.0,658.0,103.0,0.0,35.0,0.0,1.0,5.0,648.0,2.0,411.0,71.0,57.0,45.0,0.0,18.0,361.0,7.0,5.0,4.0,0.0,2.0,77.0,3.0,5.0,1.0,0.0,45.0,11.0,390.0,632.0,99.0,842.0,77.0,73.0,9.0,1.0,0.0,109.0,62.0,40.0,17.0
39,"2019-20","Maharashtra",27,"Urban",2445.0,1371.0,183.0,646.0,300.0,0.0,1.0,586.0,1859.0,685.0,806.0,954.0,1983.0,303.0,159.0,836.0,1388.0,181.0,16.0,15.0,9.0,0.0,0.0,959.0,1324.0,143.0,4.0,9.0,6.0,0.0,0.0,116.0,22.0,0.0,42.0,7.0,0.0,65.0,0.0,0.0,2.0,0.0,5.0,252.0,222.0,149.0,28.0,0.0,0.0,0.0,1767.0,42.0,0.0,0.0,0.0,6.0,7.0,1527.0,29.0,1274.0,41.0,49.0,0.0,0.0,17.0,532.0,4.0,14.0,0.0,0.0,2.0,445.0,6.0,91.0,11.0,0.0,33.0,318.0,952.0,1298.0,161.0,2235.0,54.0,159.0,22.0,3.0,1.0,65.0,389.0,68.0,18.0
40,"2019-20","Manipur",14,"Rural",192431.0,7522.0,5176.0,176755.0,5657.0,16.0,0.0,18056.0,174375.0,157293.0,8517.0,26621.0,180964.0,9624.0,1843.0,86992.0,74869.0,24467.0,4273.0,1385.0,384.0,46.0,15.0,151935.0,30853.0,9426.0,187.0,22.0,6.0,2.0,0.0,1065.0,880.0,289.0,13.0,11.0,1037.0,23.0,15.0,212.0,27.0,16.0,5.0,54483.0,27099.0,6341.0,8327.0,370.0,45244.0,7080.0,4517.0,1437.0,1348.0,29418.0,43636.0,14355.0,414.0,5799.0,25122.0,120120.0,2417.0,116.0,98.0,20.0,19313.0,27557.0,4040.0,28.0,11.0,1.0,2614.0,53643.0,1752.0,9.0,41.0,29.0,4139.0,12874.0,113812.0,11290.0,60281.0,178278.0,8795.0,723.0,66.0,56.0,132.0,24775.0,3435.0,6407.0,2593.0
41,"2019-20","Manipur",14,"Urban",29424.0,414.0,207.0,27753.0,1162.0,21.0,1.0,2529.0,26895.0,21073.0,1447.0,6904.0,27539.0,1744.0,141.0,9626.0,16083.0,2559.0,654.0,349.0,131.0,19.0,3.0,24557.0,4516.0,300.0,28.0,15.0,8.0,0.0,0.0,76.0,179.0,145.0,36.0,19.0,60.0,5.0,11.0,73.0,6.0,11.0,5.0,9187.0,4878.0,1185.0,1013.0,19.0,5789.0,1249.0,1101.0,101.0,53.0,8080.0,4043.0,1594.0,6.0,178.0,4737.0,16809.0,363.0,14.0,4.0,3.0,1948.0,3681.0,44.0,20.0,4.0,0.0,313.0,11621.0,447.0,5.0,12.0,7.0,743.0,2267.0,11951.0,2027.0,13945.0,28550.0,1456.0,142.0,15.0,14.0,42.0,4016.0,165.0,868.0,152.0
42,"2019-20","Meghalaya",17,"Rural",42647.0,12098.0,342.0,29007.0,1210.0,9.0,0.0,11475.0,31172.0,37760.0,3335.0,1552.0,41059.0,471.0,1117.0,32638.0,9124.0,766.0,82.0,18.0,2.0,4.0,13.0,41551.0,1086.0,10.0,0.0,0.0,0.0,0.0,0.0,17.0,65.0,8.0,1.0,7.0,2.0,4.0,5.0,2.0,2.0,2.0,5.0,19646.0,12644.0,14075.0,2186.0,606.0,3207.0,3175.0,266.0,271.0,3645.0,4341.0,2916.0,2792.0,158.0,45.0,4921.0,27313.0,5256.0,611.0,156.0,18.0,1508.0,4496.0,115.0,17.0,8.0,3.0,691.0,16425.0,316.0,33.0,92.0,3.0,387.0,10845.0,21470.0,1233.0,9972.0,40629.0,5028.0,728.0,301.0,27.0,54.0,3189.0,650.0,5959.0,371.0
43,"2019-20","Meghalaya",17,"Urban",108.0,5.0,0.0,102.0,1.0,0.0,0.0,86.0,22.0,94.0,14.0,0.0,106.0,2.0,0.0,100.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,98.0,6.0,10.0,1.0,0.0,4.0,4.0,1.0,3.0,1.0,3.0,63.0,77.0,4.0,0.0,1.0,94.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,90.0,17.0,1.0,0.0,108.0,1.0,2.0,0.0,1.0,0.0,5.0,0.0,25.0,0.0
44,"2019-20","Mizoram",15,"Rural",21100.0,1863.0,2948.0,12236.0,4164.0,0.0,1.0,6941.0,14159.0,4880.0,2862.0,13358.0,18996.0,2035.0,69.0,11333.0,4454.0,2753.0,1250.0,896.0,331.0,81.0,2.0,17165.0,3095.0,558.0,50.0,214.0,15.0,2.0,1.0,63.0,157.0,0.0,3.0,0.0,0.0,51.0,1.0,0.0,3.0,5.0,6.0,8063.0,4476.0,645.0,40.0,1.0,1081.0,306.0,176.0,836.0,5.0,3488.0,6393.0,55.0,5.0,1.0,1286.0,12995.0,81.0,19.0,1040.0,2.0,288.0,426.0,5.0,1.0,447.0,2.0,44.0,9107.0,88.0,6.0,1393.0,4.0,490.0,217.0,1774.0,360.0,18819.0,18810.0,554.0,40.0,16.0,104.0,73.0,3071.0,701.0,1941.0,37.0
45,"2019-20","Mizoram",15,"Urban",6302.0,272.0,371.0,2926.0,2757.0,1.0,1.0,905.0,5397.0,1029.0,1991.0,3282.0,3907.0,2327.0,68.0,1753.0,2489.0,1007.0,527.0,263.0,227.0,35.0,1.0,5067.0,921.0,127.0,76.0,79.0,28.0,3.0,1.0,6.0,63.0,3.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,2877.0,1566.0,110.0,8.0,3.0,363.0,55.0,250.0,106.0,2.0,448.0,2245.0,0.0,0.0,1.0,155.0,4462.0,122.0,3.0,70.0,2.0,178.0,152.0,1.0,0.0,23.0,0.0,2.0,2694.0,134.0,8.0,125.0,1.0,70.0,19.0,239.0,188.0,5875.0,4210.0,447.0,39.0,24.0,14.0,14.0,2584.0,226.0,345.0,27.0
46,"2019-20","Nagaland",13,"Rural",31970.0,1686.0,2273.0,26964.0,1364.0,1.0,1.0,372.0,31598.0,20484.0,2685.0,8801.0,29032.0,2797.0,141.0,15198.0,13137.0,2707.0,483.0,262.0,134.0,40.0,9.0,28226.0,2881.0,801.0,41.0,15.0,5.0,1.0,0.0,16.0,134.0,7.0,0.0,14.0,2.0,5.0,0.0,1.0,1.0,0.0,5.0,11012.0,4086.0,219.0,250.0,49.0,1728.0,1971.0,1864.0,582.0,1444.0,16358.0,4129.0,5975.0,144.0,1818.0,601.0,23793.0,105.0,2.0,4.0,4.0,222.0,3917.0,362.0,17.0,2.0,0.0,9.0,9446.0,8.0,3.0,0.0,0.0,13.0,728.0,17754.0,2170.0,11618.0,31230.0,568.0,25.0,22.0,51.0,32.0,408.0,346.0,3150.0,76.0
47,"2019-20","Nagaland",13,"Urban",10441.0,416.0,1964.0,6882.0,1932.0,1.0,0.0,157.0,10284.0,2952.0,2956.0,4533.0,6230.0,3833.0,378.0,4725.0,3686.0,1356.0,273.0,266.0,98.0,34.0,3.0,8769.0,1523.0,129.0,19.0,0.0,1.0,0.0,0.0,1.0,19.0,8.0,0.0,0.0,3.0,4.0,0.0,1.0,1.0,0.0,4.0,3709.0,918.0,293.0,72.0,19.0,145.0,233.0,25.0,19.0,44.0,3029.0,1167.0,2026.0,29.0,28.0,1998.0,2640.0,20.0,1.0,9.0,3.0,4218.0,261.0,11.0,0.0,0.0,0.0,27.0,3351.0,5.0,0.0,0.0,0.0,32.0,71.0,6107.0,1469.0,2827.0,6274.0,30.0,13.0,29.0,23.0,19.0,4193.0,616.0,393.0,68.0
48,"2019-20","Odisha",21,"Rural",61205.0,41564.0,16914.0,10560.0,45270.0,2.0,27.0,8976.0,52229.0,30897.0,14071.0,16237.0,60301.0,663.0,241.0,50145.0,9204.0,1696.0,108.0,22.0,16.0,6.0,8.0,54911.0,5720.0,530.0,35.0,6.0,3.0,0.0,0.0,2500.0,838.0,103.0,412.0,1375.0,20.0,359.0,252.0,58.0,16.0,111.0,3.0,5075.0,8231.0,15575.0,27134.0,706.0,134.0,656.0,879.0,1469.0,3.0,32.0,1.0,21.0,4.0,2.0,869.0,13360.0,6134.0,8101.0,504.0,12.0,621.0,7460.0,2207.0,2056.0,19.0,3.0,310.0,14780.0,14475.0,10743.0,19.0,6.0,207.0,7071.0,25953.0,8188.0,20630.0,26596.0,19100.0,17827.0,552.0,59.0,55.0,1104.0,26326.0,10327.0,7334.0
49,"2019-20","Odisha",21,"Urban",2018.0,1100.0,589.0,246.0,1564.0,0.0,0.0,224.0,1794.0,818.0,764.0,436.0,1915.0,100.0,3.0,1736.0,247.0,28.0,4.0,2.0,1.0,0.0,0.0,1841.0,166.0,9.0,2.0,0.0,0.0,0.0,0.0,40.0,17.0,0.0,6.0,29.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,263.0,273.0,525.0,809.0,0.0,7.0,1.0,90.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,316.0,165.0,280.0,2.0,0.0,30.0,340.0,7.0,45.0,1.0,0.0,2.0,996.0,58.0,233.0,3.0,0.0,1.0,60.0,446.0,470.0,1043.0,1388.0,217.0,431.0,16.0,1.0,0.0,35.0,809.0,190.0,165.0
50,"2019-20","Puducherry",34,"Rural",219.0,66.0,27.0,107.0,60.0,0.0,0.0,2.0,217.0,73.0,135.0,11.0,182.0,37.0,0.0,89.0,114.0,3.0,3.0,6.0,4.0,0.0,0.0,203.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,24.0,40.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,166.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,0.0,0.0,180.0,5.0,1.0,33.0,0.0,15.0,203.0,1.0,0.0,0.0,1.0,58.0,9.0,4.0
51,"2019-20","Puducherry",34,"Urban",1410.0,301.0,213.0,434.0,482.0,0.0,0.0,10.0,1400.0,301.0,840.0,269.0,1066.0,337.0,7.0,1395.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,1407.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,355.0,33.0,636.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,557.0,62.0,5.0,0.0,0.0,0.0,597.0,121.0,0.0,1.0,0.0,0.0,279.0,251.0,3.0,0.0,1225.0,3.0,180.0,2.0,8.0,1.0,1400.0,3.0,0.0,1.0,1.0,779.0,75.0,56.0
52,"2019-20","Punjab",3,"Rural",121.0,78.0,6.0,23.0,14.0,0.0,0.0,0.0,121.0,15.0,66.0,40.0,110.0,10.0,1.0,79.0,18.0,2.0,0.0,1.0,17.0,4.0,0.0,98.0,0.0,1.0,0.0,1.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,29.0,6.0,86.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,30.0,68.0,2.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,1.0,11.0,37.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,87.0,65.0,1.0,12.0,111.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0
53,"2019-20","Punjab",3,"Urban",815.0,369.0,184.0,161.0,134.0,0.0,0.0,5.0,810.0,251.0,389.0,175.0,625.0,157.0,33.0,519.0,231.0,29.0,4.0,8.0,21.0,3.0,0.0,679.0,88.0,13.0,4.0,8.0,20.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,240.0,197.0,213.0,90.0,6.0,2.0,8.0,1.0,0.0,4.0,133.0,141.0,46.0,2.0,11.0,6.0,568.0,3.0,0.0,0.0,0.0,213.0,122.0,0.0,0.0,0.0,0.0,4.0,145.0,0.0,0.0,0.0,0.0,20.0,256.0,292.0,125.0,237.0,613.0,1.0,0.0,0.0,1.0,2.0,216.0,47.0,32.0,31.0
54,"2019-20","Rajasthan",8,"Rural",6005.0,2572.0,229.0,3253.0,885.0,2.0,0.0,813.0,5192.0,1529.0,2820.0,1656.0,5656.0,298.0,51.0,4092.0,1818.0,74.0,13.0,4.0,2.0,1.0,1.0,5268.0,697.0,31.0,6.0,1.0,2.0,0.0,0.0,11.0,28.0,0.0,0.0,3.0,0.0,4.0,2.0,1.0,1.0,0.0,4.0,1931.0,1576.0,742.0,1119.0,9.0,33.0,29.0,50.0,161.0,24.0,914.0,5.0,38.0,459.0,95.0,32.0,2122.0,801.0,298.0,69.0,609.0,35.0,972.0,304.0,7.0,0.0,1.0,3.0,1935.0,2175.0,126.0,7.0,55.0,13.0,398.0,3119.0,86.0,2546.0,2350.0,3171.0,889.0,101.0,2.0,3.0,154.0,400.0,50.0,86.0
55,"2019-20","Rajasthan",8,"Urban",2765.0,999.0,44.0,1861.0,245.0,0.0,0.0,530.0,2235.0,279.0,1904.0,582.0,2558.0,154.0,53.0,2076.0,628.0,48.0,10.0,1.0,2.0,0.0,0.0,2685.0,72.0,5.0,1.0,0.0,2.0,0.0,0.0,6.0,3.0,3.0,1.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,5.0,1062.0,588.0,551.0,902.0,5.0,10.0,8.0,18.0,8.0,5.0,62.0,1.0,0.0,14.0,97.0,9.0,1138.0,773.0,271.0,1.0,0.0,12.0,687.0,485.0,54.0,0.0,0.0,0.0,807.0,1733.0,74.0,1.0,1.0,0.0,92.0,2066.0,18.0,663.0,1256.0,2160.0,179.0,6.0,3.0,0.0,17.0,167.0,20.0,23.0
56,"2019-20","Sikkim",11,"Rural",690.0,20.0,4.0,610.0,56.0,0.0,0.0,74.0,616.0,309.0,210.0,171.0,619.0,35.0,36.0,457.0,194.0,22.0,7.0,7.0,3.0,0.0,0.0,688.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,5.0,505.0,113.0,30.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,24.0,0.0,0.0,0.0,13.0,54.0,2.0,103.0,235.0,1.0,4.0,1.0,0.0,1.0,35.0,0.0,8.0,58.0,0.0,3.0,235.0,0.0,2.0,0.0,181.0,72.0,442.0,215.0,0.0,258.0,238.0,1.0,0.0,47.0,21.0,188.0,0.0
